lat,lon,soil types
100.2251044,14.2312038,8
100.2253218,14.23012779,0
100.2260873,14.19974983,8
100.2263834,14.1973981,0
100.2266568,14.20270325,0
100.2269989,14.20044078,0
100.2272318,14.22928195,0
100.2274926,14.23156898,0
100.227899,14.19742758,0
100.2280579,14.19889328,8
100.2284132,14.20272327,0
100.2290054,14.23367388,0
100.2294545,14.2220554,8
100.22986,14.203736,8
100.2305291,14.20827428,0
100.2308865,14.21597307,0
100.2308886,14.22058517,0
100.2312112,14.21155314,0
100.231336,14.22902413,0
100.2317001,14.23372652,8
100.2320306,14.21981482,8
100.232042,14.22358405,8
100.2329961,14.18141159,0
100.2333887,14.22149894,0
100.2341292,14.20557999,10
100.2347733,14.19562444,0
100.2350772,14.22533466,0
100.2352263,14.19629121,0
100.2356626,14.17483124,0
100.2364224,14.17471462,0
100.2389259,14.23808825,10
100.2396672,14.17421649,0
100.2398358,14.22669748,0
100.2410418,14.24702249,0
100.2411982,14.24274071,0
100.2413266,14.22847554,10
100.2414575,14.22596322,0
100.2419971,14.21220752,0
100.2420255,14.25588778,0
100.2425011,14.22541536,0
100.2427706,14.23907764,0
100.2428673,14.23017454,0
100.242919,14.22814689,0
100.2430694,14.21390151,0
100.2433616,14.26091368,0
100.2434016,14.24747475,0
100.243406,14.25646233,0
100.2434404,14.25187561,0
100.2437017,14.2430286,0
100.243761,14.22738815,0
100.243806,14.21639156,0
100.2439134,14.20646098,0
100.2440456,14.23437509,0
100.2440824,14.22923394,0
100.2441694,14.22218341,0
100.2441771,14.21535674,0
100.2445546,14.18362496,0
100.244942,14.21692321,0
100.244947,14.19617518,10
100.2451164,14.23173331,0
100.2451894,14.17336867,0
100.2455955,14.17330629,0
100.2456961,14.46589709,10
100.2458961,14.22200937,0
100.2461711,14.26397089,10
100.2462363,14.26316067,0
100.2470088,14.46789759,0
100.2470693,14.17340692,0
100.2479151,14.46879811,0
100.2493499,14.27169908,8
100.2494779,14.21815664,10
100.2499272,14.25075963,10
100.2500219,14.46721502,10
100.2502639,14.21045636,0
100.2503429,14.2791053,0
100.2506916,14.23880348,0
100.2507938,14.23009295,0
100.2509065,14.26853872,10
100.2510131,14.20817479,0
100.2510904,14.46758149,0
100.2515362,14.28949654,0
100.2519361,14.26612051,0
100.2521773,14.26532164,0
100.2522692,14.28082495,0
100.2529531,14.28406639,0
100.2534914,14.46888114,0
100.253696,14.20527734,0
100.2540289,14.45705973,0
100.2542347,14.25644711,0
100.2542388,14.22037014,0
100.254285,14.21705201,0
100.254666,14.47252151,0
100.2546921,14.21646741,0
100.2547271,14.24084926,0
100.2549331,14.2595601,0
100.2549805,14.47780795,0
100.2551055,14.47180238,0
100.2551169,14.26075141,0
100.2555289,14.2053811,0
100.2555675,14.46737261,0
100.2557781,14.47015662,0
100.2557983,14.24605149,0
100.2560151,14.28721073,8
100.2560204,14.47279242,0
100.2562209,14.29568884,0
100.2563055,14.47099139,0
100.2564809,14.45633089,10
100.2565304,14.47450609,0
100.256603,14.21670973,0
100.2569186,14.46886615,0
100.2569929,14.48032801,10
100.2570028,14.29801916,0
100.2570597,14.2274599,0
100.2572348,14.23933449,10
100.2572721,14.46601202,0
100.2573052,14.30112549,8
100.2573838,14.46682557,10
100.2575013,14.27626484,0
100.2575879,14.47783133,0
100.2576501,14.22780153,0
100.257702,14.47427905,0
100.2579855,14.30065813,0
100.2581346,14.26543412,0
100.2582859,14.46664752,0
100.2583933,14.24794543,0
100.2585206,14.25949707,0
100.2587251,14.48244407,0
100.258853,14.24944785,0
100.2592076,14.25785676,0
100.2593444,14.48383461,0
100.2593612,14.4792854,0
100.2593666,14.20197785,0
100.2593922,14.30122925,0
100.2594519,14.45347105,0
100.2596283,14.3044541,0
100.2596749,14.23869571,0
100.2599173,14.4672031,10
100.2599499,14.23729624,0
100.2599999,14.25584362,0
100.2601688,14.20974735,0
100.2601875,14.23669687,0
100.2602961,14.20885965,0
100.2603134,14.25460549,0
100.2606131,14.47954483,0
100.2609546,14.29857893,0
100.2611843,14.21150523,0
100.2612219,14.25629709,10
100.2613054,14.467197,0
100.2613543,14.47370853,0
100.261646,14.22365537,10
100.261798,14.21593771,0
100.2618535,14.47151517,0
100.2619578,14.2614639,0
100.2619917,14.45618064,0
100.2623692,14.46855997,0
100.2624241,14.21725011,0
100.2626529,14.21201017,0
100.2626972,14.23968999,0
100.2628561,14.31664543,0
100.2629773,14.25674808,0
100.2630368,14.2391657,0
100.2630987,14.3013679,0
100.2635053,14.21962435,0
100.2635867,14.25133116,10
100.2637682,14.22230868,0
100.2637706,14.25463056,10
100.2639145,14.237911,0
100.2639503,14.4668525,10
100.2640007,14.26684717,8
100.2640047,14.30659713,0
100.2641467,14.26153269,0
100.264285,14.27996381,10
100.2643659,14.30259255,0
100.2645129,14.19349647,10
100.2645559,14.21876933,0
100.2646199,14.47660818,10
100.264718,14.46749347,0
100.2648056,14.26010437,0
100.2648982,14.31666563,0
100.264937,14.29621303,0
100.2651474,14.46367251,0
100.2651853,14.2206263,0
100.2653735,14.26570414,0
100.2653814,14.25149839,0
100.2654157,14.46024717,0
100.2654358,14.29181324,10
100.2655118,14.22470707,0
100.265622,14.26738536,0
100.2656238,14.28098217,0
100.2658328,14.28875115,0
100.2658437,14.2653252,0
100.2658722,14.29366588,0
100.2658964,14.22353596,0
100.2659173,14.23113797,0
100.2659445,14.43908285,0
100.2661,14.29461794,10
100.2662291,14.44387816,8
100.2662903,14.2264075,0
100.2663039,14.29242483,0
100.2663246,14.30274313,0
100.2663735,14.2681866,0
100.266404,14.4606248,0
100.2664634,14.32442229,0
100.2665133,14.43878473,0
100.2665336,14.24670101,0
100.2667404,14.48802229,0
100.2668094,14.4860921,0
100.2668116,14.24040424,0
100.2668508,14.43791372,0
100.2668537,14.46677644,0
100.2668581,14.46324939,0
100.2669698,14.45737148,0
100.2671594,14.18322874,0
100.2671872,14.27251208,0
100.267198,14.4847304,0
100.2673001,14.24491821,0
100.2673414,14.22695694,0
100.2673696,14.31799528,0
100.2674051,14.30529104,0
100.2675314,14.2480656,10
100.2675483,14.46847912,0
100.2675644,14.29176353,0
100.267687,14.28840101,0
100.2677081,14.28311622,0
100.2678738,14.27813126,0
100.2678767,14.2727229,0
100.2678886,14.43718748,0
100.2680059,14.31645486,0
100.2681718,14.29429543,0
100.2684309,14.4605057,0
100.2685485,14.45651466,0
100.2685829,14.44112667,0
100.268609,14.28139145,10
100.2687555,14.24938213,0
100.2688586,14.26607147,8
100.2689182,14.31496352,8
100.2689572,14.3067986,0
100.269162,14.24659808,0
100.2692076,14.2400738,0
100.2693587,14.24780663,0
100.2693998,14.31684385,0
100.2695211,14.26916393,0
100.2696109,14.47450464,0
100.2696363,14.23349747,0
100.2697547,14.2285651,0
100.269787,14.22948938,0
100.2698799,14.44925377,0
100.2700188,14.44974024,0
100.2701757,14.46746555,0
100.2702213,14.46801341,0
100.2703306,14.23624055,0
100.2704037,14.43800997,0
100.2704673,14.2509445,8
100.2704917,14.24825832,0
100.270744,14.24820478,0
100.2708011,14.44054986,0
100.2708898,14.24676132,0
100.2709343,14.44329647,0
100.2711647,14.44214992,8
100.2711839,14.29655992,10
100.271304,14.28155387,0
100.2714639,14.47538101,0
100.2714759,14.25225596,0
100.2715132,14.43142906,0
100.2715733,14.48566024,0
100.2716059,14.20371853,0
100.2717127,14.23366661,0
100.2717364,14.2476017,0
100.2717868,14.26787333,0
100.2719098,14.25004225,0
100.2720584,14.48238222,0
100.2721186,14.28965043,10
100.2721254,14.28428776,8
100.2721274,14.45928266,10
100.2722868,14.44421574,0
100.2722977,14.29305389,0
100.2723791,14.31793262,0
100.2724088,14.2970661,0
100.272546,14.48030642,0
100.2726014,14.30147215,0
100.2726158,14.48618129,10
100.2726528,14.23207966,0
100.2727163,14.25120698,0
100.2728338,14.31113734,0
100.2728612,14.2532626,0
100.2730834,14.23135124,0
100.2731532,14.23053807,0
100.2731845,14.43980813,0
100.273388,14.37000566,0
100.2734563,14.24141732,10
100.2734709,14.31258224,0
100.273558,14.27864935,8
100.2736633,14.23329151,0
100.2737063,14.27168155,0
100.2737322,14.21874791,10
100.2738101,14.48382634,0
100.2739202,14.26161286,8
100.2739676,14.44313186,0
100.2743303,14.27433533,8
100.2743994,14.48362382,0
100.2744489,14.23243051,0
100.2745875,14.25324173,0
100.274608,14.31205019,0
100.2748812,14.44438994,0
100.2749379,14.46629092,10
100.2749719,14.29513754,0
100.2750301,14.44049145,0
100.275062,14.27697392,0
100.2752161,14.29858812,0
100.2754113,14.30789062,8
100.275412,14.26731772,0
100.2755051,14.2558748,0
100.2755234,14.4307727,0
100.2755605,14.18003885,0
100.2756069,14.43449501,8
100.2756454,14.4426972,0
100.2756763,14.25125346,8
100.2756836,14.37974709,0
100.2756953,14.318344,0
100.2757696,14.27887362,0
100.2757963,14.22639134,0
100.2759874,14.37715721,0
100.2760065,14.2645615,0
100.2760355,14.27712287,0
100.2760934,14.27364229,0
100.2762244,14.17104501,0
100.276369,14.26240933,0
100.2765588,14.25774609,0
100.2768928,14.26318556,0
100.2769439,14.2529477,0
100.2771864,14.28062719,0
100.2773373,14.22712422,0
100.2773635,14.2757522,0
100.2775581,14.20832704,0
100.2777314,14.24493718,0
100.2779176,14.37838112,0
100.2780617,14.43781772,0
100.2781921,14.22048872,0
100.2782097,14.44552358,0
100.2783787,14.24585612,0
100.278488,14.44062205,0
100.2785826,14.22514371,0
100.2786286,14.46696392,0
100.2787734,14.4380492,0
100.2788028,14.42746103,0
100.2789418,14.23885044,0
100.2789816,14.32267034,0
100.2789916,14.29978777,0
100.279031,14.43146775,0
100.2790333,14.37613616,0
100.279106,14.24580001,0
100.2791208,14.29695922,0
100.2791544,14.24301142,0
100.2792166,14.46788615,0
100.2794674,14.25995669,0
100.2794742,14.41925419,8
100.2795338,14.24963903,0
100.2796425,14.44406315,0
100.2796782,14.24047006,0
100.2798008,14.24896929,0
100.2798376,14.27496199,0
100.2798679,14.36089763,0
100.2798887,14.32497525,0
100.2800157,14.13003805,0
100.2800182,14.23916072,0
100.280106,14.34922719,8
100.280198,14.13063621,0
100.2803736,14.30658524,0
100.2805249,14.34986415,0
100.280588,14.28495868,0
100.2806311,14.25418088,8
100.2806792,14.17039575,0
100.280716,14.3590455,0
100.2808343,14.44403667,0
100.2808732,14.3188543,0
100.2810137,14.30645261,0
100.2810779,14.32809091,0
100.2810799,14.37422595,0
100.2811685,14.44472555,8
100.2811776,14.40912219,0
100.2813081,14.28470474,0
100.2813267,14.43644956,0
100.2813429,14.43543468,0
100.2813581,14.35140682,8
100.2814638,14.32164329,0
100.2816031,14.44349357,0
100.2816252,14.37668458,0
100.2816412,14.19173387,10
100.281786,14.40831693,0
100.2818786,14.14152261,0
100.2819081,14.25172091,0
100.2819475,14.42801461,0
100.2819525,14.25077627,0
100.282057,14.43113978,0
100.282142,14.27747465,0
100.2822069,14.43340763,0
100.282208,14.29906358,10
100.2822881,14.34675639,0
100.2822922,14.28707347,0
100.2823921,14.14843391,0
100.2825171,14.31527485,0
100.2827044,14.28643534,0
100.2829367,14.3103932,0
100.2830257,14.30962994,0
100.2830717,14.17011029,0
100.2831236,14.15933473,10
100.2832114,14.22034064,0
100.2833391,14.1615887,10
100.2833415,14.29334381,10
100.2833475,14.16190086,0
100.2833785,14.33096357,0
100.2834412,14.25237534,0
100.2835426,14.14189532,0
100.2836313,14.16709616,10
100.2837008,14.41975532,0
100.2838923,14.42803281,0
100.2839957,14.43607775,0
100.284081,14.44276941,0
100.2841877,14.42706855,0
100.2843086,14.43316609,0
100.2844187,14.14872518,0
100.2844757,14.34464325,0
100.2844811,14.31163426,0
100.2844897,14.30210496,0
100.28455,14.39010696,8
100.2845673,14.46651513,0
100.2845835,14.41225096,0
100.2846168,14.44587736,0
100.2848021,14.31111242,0
100.2849057,14.42075966,0
100.2849643,14.3329968,8
100.2850807,14.43182935,0
100.2851652,14.34854685,0
100.2851951,14.33181396,0
100.2852555,14.25538425,0
100.2853397,14.43386131,0
100.2854229,14.13609955,10
100.2854523,14.16617201,0
100.2855035,14.25682966,0
100.2855426,14.41041844,0
100.2855962,14.31623382,0
100.2858441,14.29277092,10
100.2861836,14.48290993,10
100.2861879,14.34832004,8
100.2863808,14.3617142,8
100.2864947,14.42976466,0
100.2864974,14.37455298,0
100.2868014,14.34458024,0
100.2868936,14.29553743,0
100.2869227,14.40928422,0
100.2869521,14.30003854,0
100.2870059,14.15809268,10
100.2870741,14.39085996,0
100.2870983,14.1729217,0
100.2871759,14.44479264,0
100.2871911,14.25752276,0
100.2872647,14.32475399,0
100.2874674,14.40655296,0
100.2874905,14.31691799,0
100.2875695,14.46369499,0
100.2875845,14.28918961,0
100.2877423,14.34707968,8
100.2877539,14.28437731,8
100.2877628,14.38506723,0
100.2878015,14.30308562,10
100.2879381,14.45553869,8
100.2879784,14.35072945,0
100.2881378,14.25859233,0
100.2882905,14.31116552,8
