lat,lon,land use
100.2728678,14.48145898,8
100.2729033,14.44209068,6
100.2730305,14.17297817,6
100.2730964,14.22649315,8
100.2731291,14.27516921,4
100.2731384,14.43980099,6
100.2731434,14.17173853,6
100.2731541,14.24913185,8
100.2732144,14.20641867,6
100.273232,14.25357684,6
100.2732573,14.23065051,6
100.2732805,14.17713841,8
100.2734108,14.27900387,8
100.2734418,14.45215271,4
100.2735126,14.20390406,8
100.273552,14.20859899,6
100.2736418,14.48471522,8
100.2736633,14.23329151,6
100.2738028,14.22958946,4
100.2738061,14.18417268,10
100.2739237,14.48331645,8
100.2739671,14.44313487,6
100.2739847,14.44410903,8
100.2740466,14.27281908,6
100.2741292,14.17711693,8
100.2741299,14.2442399,8
100.2742092,14.26238166,8
100.2742825,14.27821609,8
100.2743507,14.31277617,6
100.2744164,14.27574377,8
100.2744489,14.23243051,6
100.2744626,14.24742152,8
100.2745715,14.27728222,6
100.2745875,14.25324173,6
100.274608,14.31205019,6
100.2746778,14.27489668,8
100.2748803,14.22262192,8
100.2748838,14.4443866,6
100.2748881,14.48395396,8
100.2749309,14.17546959,6
100.2749326,14.4422654,6
100.2751237,14.21430005,6
100.2751837,14.17710606,8
100.2752547,14.27985108,8
100.275321,14.30778242,8
100.2753315,14.30066706,8
100.2753821,14.44516542,8
100.275412,14.26731772,6
100.2754534,14.27887892,6
100.2755051,14.2558748,6
100.275517,14.26930036,6
100.2756836,14.37974709,6
100.2756921,14.26782222,8
100.2756953,14.318344,8
100.2757353,14.23059118,8
100.2757963,14.22639134,6
100.2757996,14.27811417,6
100.2758022,14.43451122,8
100.2758073,14.46572124,8
100.2758166,14.43093832,8
100.2758275,14.18086998,8
100.2759062,14.26480515,6
100.2759433,14.29672721,8
100.2759602,14.17201895,4
100.2759624,14.17307203,6
100.2759728,14.27978744,6
100.2759874,14.37715721,6
100.2760355,14.27712287,6
100.2760706,14.47829016,8
100.276104,14.20892618,8
100.2761099,14.23162754,8
100.2761441,14.18314243,8
100.2762003,14.19716116,8
100.2762016,14.44426414,8
100.2762103,14.46405675,6
100.2762554,14.46690032,8
100.2762955,14.27838382,8
100.276497,14.2486414,8
100.2765906,14.25777324,6
100.2765915,14.37862315,6
100.2766005,14.29262269,4
100.276708,14.17358965,8
100.2768928,14.26318556,6
100.2769119,14.17170812,8
100.2769262,14.20058091,8
100.2770385,14.17915236,8
100.2770427,14.21059127,6
100.277092,14.23986304,8
100.2771759,14.44490442,8
100.2772519,14.17116593,6
100.2773053,14.17612939,8
100.2773487,14.18723677,4
100.2774891,14.18416405,8
100.2776267,14.25236021,8
100.2776958,14.44334256,6
100.2778038,14.48276869,6
100.2778471,14.36266582,4
100.2778871,14.2465029,8
100.2779261,14.21936281,6
100.2779554,14.44478359,8
100.2779735,14.43101889,8
100.278037,14.32146674,8
100.2780617,14.43781773,8
100.2781232,14.31577415,8
100.2781853,14.44554622,6
100.2781867,14.24471434,8
100.2782619,14.23712306,8
100.2783787,14.24585612,6
100.2784151,14.22695323,6
100.2786238,14.46696397,6
100.2787159,14.2830745,8
100.2787677,14.43805599,6
100.2788703,14.37770219,6
100.2788727,14.4276163,6
100.2789418,14.23885044,6
100.2789524,14.43733965,8
100.2789605,14.19795117,8
100.2789816,14.32267034,6
100.2790208,14.37909364,6
100.279031,14.43146775,6
100.279106,14.24580001,6
100.2791381,14.31531816,8
100.2791544,14.24301142,6
100.2792183,14.46788775,6
100.2793233,14.24923102,6
100.2793798,14.2886479,8
100.2793944,14.21679377,8
100.2794674,14.25995669,6
100.2795216,14.41922022,8
100.2796237,14.31356351,8
100.2796792,14.23905123,8
100.2797142,14.2404021,6
100.2797473,14.2188056,8
100.2798008,14.24896929,6
100.279833,14.32494553,6
100.2798376,14.27496199,6
100.2798558,14.19342728,8
100.2798679,14.46315555,6
100.279941,14.19049571,6
100.2799599,14.35422474,8
100.2799731,14.22267124,4
100.2799938,14.34873284,8
100.2799964,14.21045826,6
100.2800337,14.12720921,6
100.2800633,14.13039004,6
100.2800803,14.20194984,8
100.2800906,14.19172813,8
100.2801078,14.13084781,8
100.2801404,14.13114318,6
100.280158,14.18503764,8
100.2801732,14.349523,8
100.2802006,14.13144663,8
100.2802109,14.130594,10
100.2802736,14.43687266,8
100.2803452,14.44444651,8
100.2803737,14.30658524,6
100.280402,14.22995988,6
100.2805249,14.34986415,6
100.2805367,14.19375678,6
100.2805733,14.43045605,6
100.280588,14.28495868,6
100.2806101,14.25414939,8
100.2806713,14.28771489,8
100.2807394,14.12764152,8
100.2807593,14.35903478,8
100.2808189,14.34818488,8
100.2808381,14.44403779,6
100.2810137,14.30645261,6
100.2810795,14.32808971,8
100.2810799,14.37422595,6
100.2810905,14.17206675,6
100.2811546,14.40911403,6
100.2812823,14.12955283,4
100.2813004,14.13357784,6
100.2813172,14.18109004,6
100.2813581,14.35140682,8
100.2814551,14.3763484,10
100.2814638,14.32164329,8
100.2816031,14.44349357,6
100.2816252,14.37668458,6
100.2817938,14.21341643,8
100.2818426,14.1973297,6
100.2818513,14.30419845,8
100.2818997,14.25188689,6
100.2819342,14.127718,6
100.2819349,14.21042127,8
100.2819363,14.44487819,8
100.2819525,14.25077627,6
100.2819779,14.13956501,6
100.2819916,14.17072492,8
100.282019,14.14097001,6
100.2820418,14.19079443,8
100.2820638,14.28692621,6
100.2821002,14.42788745,6
100.2821043,14.21638999,4
100.282142,14.27747465,6
100.2821794,14.17595131,4
100.2821872,14.14237186,6
100.2821973,14.13645123,6
100.2822077,14.17450468,8
100.2822833,14.43064902,8
100.2823034,14.40819314,6
100.2823208,14.26389318,6
100.2823452,14.13732459,4
100.2824013,14.31068575,8
100.2824428,14.34663378,8
100.2824603,14.1466546,6
100.282581,14.1449971,8
100.2826184,14.12800322,8
100.282659,14.21850658,6
100.2826974,14.14564569,8
100.2827044,14.28643534,6
100.2827829,14.29647458,8
100.2828576,14.14373763,6
100.2829091,14.29121083,8
100.2829249,14.31516075,8
100.2829367,14.3103932,6
100.2829398,14.22026974,8
100.2830257,14.30962994,6
100.2830292,14.13860378,4
100.2830605,14.18700675,8
100.2830635,14.15823644,10
100.2831335,14.159515,8
100.2831566,14.217158,6
100.2831818,14.21249987,8
100.2832094,14.14855752,6
100.2832691,14.15906917,10
100.2832827,14.13019265,8
100.2832883,14.2023232,8
100.2833405,14.16164125,8
100.2833785,14.33096357,6
100.2834412,14.25237534,6
100.2835201,14.18774252,8
100.2835392,14.13164276,8
100.2835824,14.16601134,4
100.2836474,14.18863129,8
100.2837055,14.2188817,6
100.2837355,14.14250737,8
100.2837555,14.16879164,6
100.2837709,14.41969942,8
100.2838209,14.42184364,8
100.2838767,14.13551113,8
100.2839268,14.42815478,6
100.2839871,14.17948494,8
100.284081,14.44276941,8
100.2841208,14.20430622,6
100.2841877,14.42706855,6
100.2842252,14.17730962,6
100.2842417,14.34483854,8
100.2842419,14.14639679,8
100.2842593,14.43621063,8
100.2842851,14.43767493,6
100.2843086,14.4331661,6
100.2843238,14.19675194,10
100.2843382,14.18318152,8
100.2844811,14.31163426,6
100.284486,14.17422713,4
100.2845369,14.43545332,8
100.2845673,14.46651513,8
100.2845854,14.44586547,8
100.2846326,14.29420741,8
100.2846436,14.39024438,8
100.2846549,14.4563924,8
100.2846608,14.1992821,8
100.2847772,14.41041024,4
100.2848021,14.31111242,6
100.2849057,14.42075966,6
100.2849524,14.17104874,6
100.284954,14.33295602,8
100.2849548,14.15489715,6
100.2850501,14.43183733,8
100.2851321,14.33187419,6
100.2851652,14.34854685,6
100.2852555,14.25538425,6
100.2852646,14.21025848,4
100.2853397,14.43386131,8
100.2853765,14.18262307,6
100.2854202,14.16913953,6
100.2854713,14.42866354,8
100.2854887,14.20093338,8
100.2855035,14.25682966,6
100.2855229,14.42712163,8
100.2855962,14.31623382,8
100.2856547,14.17533771,8
100.2857327,14.13414788,4
100.2858217,14.20217106,8
100.2859857,14.14549272,6
100.285996,14.14235332,8
100.2861054,14.18275923,6
100.2861604,14.1656945,8
100.2861609,14.13820436,8
100.2861879,14.34832004,8
100.2861924,14.16873972,8
100.2862556,14.14619551,10
100.2862768,14.2223281,6
100.2863402,14.19453668,10
100.2863684,14.14871425,6
100.2864515,14.34408628,8
100.2864855,14.42895152,8
100.2864947,14.42976466,8
100.2864974,14.37455298,6
100.2865843,14.15214497,8
100.2866059,14.17204465,8
100.2869227,14.40928422,8
100.286929,14.30829723,8
100.2870308,14.25759284,6
100.287043,14.16082528,6
100.2870741,14.39085996,8
100.2871737,14.35330603,8
100.2871759,14.44479264,8
100.2871898,14.31653172,6
100.2872468,14.36141904,8
100.2872825,14.34525942,6
100.2872874,14.32462641,6
100.2874023,14.44691636,8
100.2875089,14.34725972,6
100.2875591,14.16013946,8
100.2875845,14.28918961,6
100.2876252,14.13401984,6
100.2876796,14.32302019,6
100.2877628,14.38506723,6
100.2877636,14.17597217,6
100.2878063,14.28445913,8
100.2878566,14.29709772,8
100.2878605,14.18282702,8
100.2878797,14.15184253,4
100.287917,14.20043065,8
100.2879279,14.30853758,6
100.2880621,14.1565578,8
100.2881119,14.21048073,6
100.2881294,14.31801033,6
100.2881369,14.15986368,8
100.2881378,14.25859233,8
100.2881411,14.39134953,8
100.2881594,14.24095663,8
100.2882049,14.34672278,8
100.2882451,14.15766157,6
100.2883166,14.34463337,8
100.2884,14.29409457,8
100.2884027,14.25817828,6
100.2884116,14.15487612,6
100.2884617,14.32446097,6
100.2885785,14.15007107,8
100.2886861,14.29923889,8
100.2887011,14.16126112,6
100.2887284,14.16896074,6
100.2887578,14.28013478,6
100.2887977,14.42377114,8
100.2888982,14.31974835,8
100.2889301,14.20493491,6
100.289014,14.14317445,6
100.2890187,14.40698613,8
100.2890308,14.27746896,8
100.2890821,14.42518994,6
100.2891272,14.15877885,8
100.2891513,14.34592325,8
100.2891548,14.3143849,8
100.2891596,14.18383917,8
100.2892395,14.23481463,8
100.2892448,14.31489807,8
100.2893398,14.25806825,6
100.2894222,14.15646879,8
100.2894292,14.16492734,6
100.2894635,14.21368159,6
100.2894819,14.14596682,6
100.2895054,14.42405937,6
100.2895075,14.15701474,8
100.2895582,14.40883886,8
100.2895738,14.13935962,8
100.2895811,14.14062693,6
100.28963,14.44769847,4
100.2896505,14.14737163,6
100.2896865,14.13825119,8
100.2897812,14.1485298,6
100.2897928,14.31832329,6
100.2898628,14.17107861,8
100.2898711,14.15123535,6
100.2900621,14.48000737,8
100.2900673,14.44699306,4
100.2900785,14.15969885,6
100.2902126,14.19837479,8
100.2902938,14.19361008,6
100.2903304,14.45040688,8
100.2903994,14.19266797,6
100.2904157,14.20680309,8
100.2904518,14.20841341,8
100.2904877,14.39647413,6
100.2905041,14.34500661,8
100.2905043,14.31979842,6
100.2905889,14.1337165,8
100.2905985,14.31883885,8
100.2906449,14.13881129,8
100.2906891,14.32083656,8
100.2907094,14.30944299,6
100.2907546,14.17066385,8
100.2907566,14.14209335,6
100.2908046,14.45430558,10
100.2908153,14.34802206,8
100.2908221,14.39944659,6
100.2908336,14.13612855,8
100.2908495,14.31262095,8
100.2908498,14.40896086,8
100.290861,14.18113271,6
100.2908712,14.1792202,6
100.2908713,14.40642129,8
100.2909484,14.29013835,6
100.2910057,14.20416162,6
100.2910608,14.39716813,6
100.2910639,14.39551645,6
100.2910684,14.37613938,8
100.2911404,14.1369909,6
100.2911507,14.15347294,6
100.2911689,14.40862425,8
100.2911746,14.14814626,6
100.2912302,14.27212574,8
100.2912532,14.30398078,8
100.2913116,14.25995961,6
100.2913323,14.25940684,6
100.2913667,14.39898062,6
100.2914848,14.39342182,6
100.2915026,14.31974805,6
100.2915406,14.2977364,8
100.2915591,14.34253312,6
100.2916045,14.40840823,6
100.291615,14.41059999,8
100.2916182,14.19864436,6
100.2916232,14.14961575,6
100.2916567,14.40735024,6
100.2916774,14.32348511,8
100.2916936,14.30852826,4
100.2918012,14.32766471,8
100.2918315,14.38431936,6
100.2918676,14.32564438,8
100.2919143,14.14273391,8
100.2919808,14.34411546,6
100.2920258,14.14503559,6
100.2921042,14.23010928,8
100.2922036,14.15609308,6
100.2922483,14.17185141,4
100.2922761,14.13580566,8
100.2923325,14.13979641,8
100.2923432,14.40954985,8
100.2924902,14.32261059,4
100.2925049,14.30136585,8
100.2925413,14.29636745,6
100.2925879,14.43365547,8
100.2926031,14.49629924,8
100.2926648,14.17909878,6
100.2928113,14.18351465,6
100.29285,14.30059189,8
100.2928706,14.13774693,8
100.2928711,14.41849365,8
100.2928963,14.49501324,6
100.2929015,14.46553485,8
100.2929748,14.16444906,6
100.293019,14.31822266,10
100.2930757,14.28146343,6
100.2931765,14.17342276,6
100.2932034,14.34332086,4
100.2932874,14.14216821,8
100.2933974,14.42074624,8
100.2934017,14.18594321,6
100.2934365,14.38159533,8
100.2934524,14.28072828,8
100.2935239,14.1694932,8
100.2935254,14.45579938,4
100.2935638,14.42287589,6
100.2935783,14.1904523,8
100.2936122,14.40828446,6
100.2936172,14.49338988,6
100.2936347,14.44741176,8
100.2937394,14.32534524,6
100.2938085,14.28330237,6
100.2938181,14.24618652,8
100.2938204,14.29104641,6
100.2938503,14.32694865,6
100.2939142,14.3284605,8
100.2940183,14.19104231,6
100.2940811,14.14208854,8
100.2940851,14.30070287,8
100.2941261,14.37649119,4
100.2941785,14.37549178,6
100.2942115,14.38625516,6
100.29426,14.28586388,8
100.2942612,14.24999687,6
100.2942715,14.37432551,8
100.2942848,14.32377454,8
100.2944072,14.20653049,4
100.2944659,14.30535625,6
100.2945049,14.26095865,6
100.2945218,14.37344627,8
100.2945886,14.3249436,8
100.2946059,14.41994487,8
100.2946664,14.28296855,6
100.2946694,14.42155122,6
100.2947539,14.15241217,8
100.2948239,14.1462629,8
100.2949007,14.32544865,8
100.294902,14.40825313,8
100.2949183,14.31026175,6
100.2949982,14.34214996,8
100.2949985,14.23355072,6
100.2950554,14.32262129,8
100.2950613,14.29838416,8
100.2950721,14.16256602,8
100.2950952,14.35819709,4
100.295109,14.37427828,6
100.2951764,14.1419108,8
100.2952081,14.32741709,10
100.2952134,14.28240965,8
100.2952213,14.37285626,6
100.2952828,14.30159564,8
100.295296,14.38884649,8
100.295323,14.45431539,8
100.2954019,14.30109107,8
100.2954435,14.17015887,8
100.2954712,14.25114194,6
100.2954935,14.37951939,8
100.2955409,14.37209646,8
100.2955748,14.18930623,6
100.29559,14.45006182,8
100.2956469,14.38603313,6
100.2956701,14.36808772,6
100.2957283,14.14181903,8
100.2957474,14.35399024,8
100.2957879,14.1906689,6
100.2958622,14.3398314,6
100.2958778,14.14034956,4
100.2958923,14.25044115,8
